,file_path,target,embedding
6076,albums\jazz\f8c2602f-05f3-4386-99ed-89ddd35b2e35.png,jazz,[ 0.      0.      0.     ...  0.      0.     16.0531]
6077,albums\jazz\f972693b-d5e3-4ab6-9894-9493c2a6c49f.png,jazz,[0.       0.       0.       ... 0.       9.288188 0.      ]
6078,albums\jazz\fa10c811-c517-420e-b42b-5cc26c48e980.png,jazz,[0. 0. 0. ... 0. 0. 0.]
6079,albums\jazz\fa4cf1a6-9b99-4ed2-a041-0248ef54a8f8.png,jazz,[0. 0. 0. ... 0. 0. 0.]
6080,albums\jazz\fc1ed421-a29e-4acb-8a0b-38303805ac78.png,jazz,[ 0.        0.        0.       ...  0.       38.186092  8.021882]
6081,albums\jazz\fc4227de-c4d6-4f60-b9be-10056469e48e.png,jazz,[0. 0. 0. ... 0. 0. 0.]
6082,albums\jazz\fcc82828-d1f0-47e5-8524-24f2932a0c82.png,jazz,[0.       0.       0.       ... 0.       0.535114 0.      ]
6083,albums\jazz\fcd6c49e-bcf4-4e0b-9738-9d3761ff9574.png,jazz,[0.        0.        0.        ... 0.        0.        5.4513936]
6084,albums\jazz\fe27f81a-d6e9-4d25-bf0d-32a323e0a7fc.png,jazz,[0. 0. 0. ... 0. 0. 0.]
6085,albums\jazz\fe766824-9ecb-4606-b13e-37a6d7aeacc0.png,jazz,[0.        0.        0.        ... 0.        3.0116386 0.       ]
6086,albums\jazz\fea58de0-dd86-43e7-89bb-5a26f96d9027.png,jazz,[0. 0. 0. ... 0. 0. 0.]
6087,albums\jazz\ff28b287-471e-4fea-8ece-1e255e053eda.png,jazz,[0.       0.       0.       ... 0.       4.893687 0.      ]
6088,albums\pop\00f71d58-7ab6-4b09-9bc0-aa5e44f74f7a.png,pop,[0.      0.      0.      ... 0.      5.64735 0.     ]
6089,albums\pop\01aeba43-6fb6-4f05-b0a7-2ae162705af7.png,pop,[0. 0. 0. ... 0. 0. 0.]
6090,albums\pop\01d8316b-b152-4b1e-b811-bc5aad6ff3a3.png,pop,[0. 0. 0. ... 0. 0. 0.]
6091,albums\pop\02bd00fa-a792-4994-873c-3e610dda5f1d.png,pop,[0.       0.       0.       ... 0.       9.567151 8.372943]
6092,albums\pop\02d36398-c39f-41c4-af05-59be41bfe8c6.png,pop,[0.        0.        0.        ... 0.        2.1838062 0.       ]
6093,albums\pop\02e07f03-5c79-487a-a512-e6c4f5e32f4d.png,pop,[ 0.        0.        0.       ...  0.       47.456146  0.      ]
6094,albums\pop\03471ca7-aeee-40fa-ba62-49a09c6a451b.png,pop,[0.        0.        0.        ... 0.        2.8121734 0.       ]
6095,albums\pop\03c94c6f-a441-4987-82b7-686890b0f939.png,pop,[0. 0. 0. ... 0. 0. 0.]
6096,albums\pop\045c767e-e756-4997-8bc7-503dd4609acc.png,pop,[0.        0.        0.        ... 0.        2.0234373 0.       ]
6097,albums\pop\046eed53-47c6-4c05-8b94-8b63ea260d65.png,pop,[ 0.        0.        0.       ...  0.       31.069834  0.      ]
6098,albums\pop\0479d79e-b303-4a8d-b908-2f70f92a7fa7.png,pop,[0. 0. 0. ... 0. 0. 0.]
6099,albums\pop\04ad1914-d247-410a-b983-7aed64bc4553.png,pop,[0. 0. 0. ... 0. 0. 0.]
6100,albums\pop\04bde0b8-7dc9-43fd-9359-a36e5d3454c0.png,pop,[0. 0. 0. ... 0. 0. 0.]
6101,albums\pop\051585c6-353b-4f41-a426-d3a02b41bbc8.png,pop,[0. 0. 0. ... 0. 0. 0.]
6102,albums\pop\05a07324-f09b-41c6-905a-af2dc4838d17.png,pop,[0. 0. 0. ... 0. 0. 0.]
6103,albums\pop\05a6a896-ac01-3c38-9e18-837c51e4b2fc.png,pop,[0.       0.       0.       ... 8.613191 0.       0.      ]
6104,albums\pop\05aa84c8-5f32-4d7d-b4f7-c63f0703de0c.png,pop,[0.        0.        0.        ... 0.        0.        3.3338866]
6105,albums\pop\05d9340c-c5e6-483b-acfe-c54737657550.png,pop,[0.        0.        0.        ... 0.        5.8059235 0.       ]
6106,albums\pop\05fa8e2d-aa4a-4d3e-b57c-c2754fc308ea.png,pop,[0. 0. 0. ... 0. 0. 0.]
6107,albums\pop\06183ed0-f8cd-4e14-816b-3df844acb7ae.png,pop,[ 0.        0.        0.       ...  7.338521 32.699703  0.      ]
6108,albums\pop\0630a9da-d338-49ca-ad08-372c144d3ea0.png,pop,[ 0.        0.        0.       ...  0.       31.889297  0.      ]
6109,albums\pop\0644fbe3-78db-4554-929f-73306c310fb1.png,pop,[0. 0. 0. ... 0. 0. 0.]
6110,albums\pop\0683dce7-ae7d-487f-adf9-4999d7c1af3a.png,pop,[0.        0.        0.        ... 0.        1.8600574 0.       ]
6111,albums\pop\06a70953-7148-4474-bd0d-8660ebc01dee.png,pop,[ 0.        0.        0.       ... 32.701057 14.163763 26.834518]
6112,albums\pop\06f0a6c1-2f4d-4989-9dab-37ec9c77335c.png,pop,[0. 0. 0. ... 0. 0. 0.]
6113,albums\pop\06feba2b-56c5-4ee7-ac4d-afe7d89726ac.png,pop,[0. 0. 0. ... 0. 0. 0.]
6114,albums\pop\077eabb9-04c9-4294-801e-d64a2a94c094.png,pop,[0. 0. 0. ... 0. 0. 0.]
6115,albums\pop\0799c934-49da-45c4-94ea-0e9baf2b6c78.png,pop,[0. 0. 0. ... 0. 0. 0.]
6116,albums\pop\07c8a27c-cbc5-42c0-ac7c-c2da3da0e205.png,pop,"[ 0.          0.81510335  0.         ... 11.285919    0.
  0.        ]"
6117,albums\pop\082914ef-cc2f-4333-9d36-abafcc7c5f34.png,pop,[0.        0.        0.        ... 0.        7.5872226 0.       ]
6118,albums\pop\090f72f4-6a4d-4f85-83e9-c11c75100c2c.png,pop,[0. 0. 0. ... 0. 0. 0.]
6119,albums\pop\09a3399a-6b06-4ad9-95c7-864695bf6ba2.png,pop,[0. 0. 0. ... 0. 0. 0.]
6120,albums\pop\09ead843-23c8-3ee2-9094-1cf78b3a2408.png,pop,[0. 0. 0. ... 0. 0. 0.]
6121,albums\pop\0a4457f3-7881-4e67-8cf8-3275b3a01ba4.png,pop,[0. 0. 0. ... 0. 0. 0.]
6122,albums\pop\0ad46370-a2a7-4d0e-a0a8-0a198ceeb574.png,pop,[ 0.        0.        0.       ... 33.136013 17.083662  0.      ]
6123,albums\pop\0b49bfbe-9bff-4134-b900-4530918dc5e4.png,pop,[ 0.        0.        0.       ...  0.       11.474227  0.      ]
6124,albums\pop\0b5d0a48-96a6-4ed7-be90-f3c9ea771331.png,pop,[0. 0. 0. ... 0. 0. 0.]
6125,albums\pop\0bdfa7be-f306-4173-bf97-edb990625870.png,pop,[0.        0.        0.        ... 0.        0.        0.2857428]
6126,albums\pop\0be417db-246a-31d8-9e93-636b3ba464d6.png,pop,[0. 0. 0. ... 0. 0. 0.]
6127,albums\pop\0bec03dd-1f5c-3b3c-a7fe-229e9151db8d.png,pop,[0. 0. 0. ... 0. 0. 0.]
6128,albums\pop\0ca8ed8a-bb3b-445a-8e92-a553ba60628d.png,pop,[0. 0. 0. ... 0. 0. 0.]
6129,albums\pop\0d3945b5-5369-45e6-ae43-ba703bdf8eed.png,pop,[0. 0. 0. ... 0. 0. 0.]
6130,albums\pop\0d67b584-d949-4925-b437-46cd47f8f3f7.png,pop,[ 0.        0.        0.       ...  0.       13.559149  0.      ]
6131,albums\pop\0d741fcf-1210-4b90-a165-d37abdb06511.png,pop,[ 0.         0.         0.        ... 12.529042   2.1188755 20.316118 ]
6132,albums\pop\0d8f3181-7dd3-4a89-9446-8d4f814ca2b4.png,pop,[0. 0. 0. ... 0. 0. 0.]
6133,albums\pop\0dd42017-7e3c-44b8-b974-f5794eaa24e8.png,pop,[0. 0. 0. ... 0. 0. 0.]
6134,albums\pop\0e4d59ae-8266-470e-86d6-9314cc3811ee.png,pop,"[ 0.          0.          0.         ...  0.         36.473183
  0.64110625]"
6135,albums\pop\0e513864-51de-4636-8011-e992cfdbfa71.png,pop,[0. 0. 0. ... 0. 0. 0.]
6136,albums\pop\0e8c9a38-39bb-47ae-9b83-e74bd31ed2b3.png,pop,[ 0.        0.        0.       ...  0.       30.802887  0.      ]
6137,albums\pop\0e99eb7b-0083-4053-81ab-b9ee0207bf1c.png,pop,[0.       0.       0.       ... 0.       5.339588 0.      ]
6138,albums\pop\0ea4859d-b975-46f3-bc21-d3f123f98251.png,pop,[0.       0.       0.       ... 0.       4.562724 0.      ]
6139,albums\pop\0ef4acac-145b-49f3-9af9-80888f44390f.png,pop,[ 0.        0.        0.       ...  0.       13.762469  0.      ]
6140,albums\pop\0f4ac6da-077d-4074-8217-e63aa31eefaf.png,pop,[ 0.         0.         0.        ...  2.8566043  0.        28.732527 ]
6141,albums\pop\0f5ed8b5-15c8-3a75-bf0f-0b3160ce505a.png,pop,[0. 0. 0. ... 0. 0. 0.]
6142,albums\pop\0f7d32b4-163a-4cb0-abc7-4c6fcee00f66.png,pop,[0. 0. 0. ... 0. 0. 0.]
6143,albums\pop\0fb35082-5247-4176-8222-3014c7500fc5.png,pop,[1.5777338 0.        0.        ... 0.        0.        0.       ]
6144,albums\pop\109944c9-6ddd-47e3-a31c-070b7a1105cc.png,pop,[0.        0.        0.        ... 0.        2.3866472 0.       ]
6145,albums\pop\10bad199-ab42-4502-b171-905bd7e644eb.png,pop,[0.        0.        0.        ... 0.        6.7257338 0.       ]
6146,albums\pop\10fe095c-c6f9-4248-90af-c3d1e4747180.png,pop,[0. 0. 0. ... 0. 0. 0.]
6147,albums\pop\111964e5-dc0d-419c-9dce-0838fc18585b.png,pop,[0. 0. 0. ... 0. 0. 0.]
6148,albums\pop\112037dc-d9e6-4b1a-8150-a5905bbcb753.png,pop,[0.        0.        0.        ... 0.        0.8157556 0.       ]
6149,albums\pop\112aa0eb-b187-4a43-8838-3c5ce58b4321.png,pop,[0.        0.        0.        ... 0.        0.        0.7783047]
6150,albums\pop\112d5740-a202-4ac2-b771-5be250037824.png,pop,[0. 0. 0. ... 0. 0. 0.]
6151,albums\pop\11628a0e-99ad-433b-9259-6de49e72ca24.png,pop,[ 0.        0.        0.       ...  0.       36.779163  0.      ]
6152,albums\pop\1183677e-1746-4129-b69f-8671e6a23165.png,pop,[0. 0. 0. ... 0. 0. 0.]
6153,albums\pop\11a81e11-859f-44e8-98f2-4fde401752a0.png,pop,[0.        0.        0.        ... 2.7764146 0.        0.       ]
6154,albums\pop\11d9fb9d-dabc-38e2-96be-3209cc592edc.png,pop,[0. 0. 0. ... 0. 0. 0.]
6155,albums\pop\123d214e-21d9-438d-839f-bbf04ee8a406.png,pop,[0.       0.       0.       ... 0.       2.954498 0.      ]
6156,albums\pop\124fbf9b-4c02-47dd-ad21-42214509affa.png,pop,[ 0.        0.        0.       ...  0.       16.575932  0.      ]
6157,albums\pop\128510fc-12fe-4b89-96fd-3c982028d4f1.png,pop,[ 0.       80.63879   0.       ...  0.        7.028859  0.      ]
6158,albums\pop\137b487a-4817-4f9d-8ef3-419b303103ed.png,pop,[ 0.        0.        0.       ...  0.       21.528866  0.      ]
6159,albums\pop\13e46e8d-b4c4-4669-b76c-3cc461569e56.png,pop,[0.        0.        0.        ... 0.        3.7099538 0.       ]
6160,albums\pop\148bb690-573b-40ef-be54-f63ce94a99c9.png,pop,[0. 0. 0. ... 0. 0. 0.]
6161,albums\pop\14acfbcf-3a1b-4dad-bf31-fae0525aeed2.png,pop,[ 0.        0.        0.       ...  0.        0.       13.842542]
6162,albums\pop\14bf1338-e23b-4dc5-9b21-9aad5f486921.png,pop,[0. 0. 0. ... 0. 0. 0.]
6163,albums\pop\14e1ebcb-5dee-38ba-bc82-614030d8a6c3.png,pop,[ 0.         0.         0.        ...  9.4312315 25.68135   49.290905 ]
6164,albums\pop\154e955e-abf5-4353-aae9-fd7f9bf8499b.png,pop,[0. 0. 0. ... 0. 0. 0.]
6165,albums\pop\155e68a4-1643-40fc-b948-9fde638aefb9.png,pop,[0. 0. 0. ... 0. 0. 0.]
6166,albums\pop\15a0d39a-586d-4b1e-94ca-953f4cabacdc.png,pop,[ 0.       0.       0.      ...  0.      38.59545  0.     ]
6167,albums\pop\160a7abd-11d5-4138-99c5-2804b3d46fdb.png,pop,[0. 0. 0. ... 0. 0. 0.]
6168,albums\pop\1640630d-3d60-4b26-81e8-44c08b6c206f.png,pop,[0. 0. 0. ... 0. 0. 0.]
6169,albums\pop\173d9b03-45cb-4d83-9613-213f15ddec16.png,pop,[0. 0. 0. ... 0. 0. 0.]
6170,albums\pop\174aaad0-4bd6-4817-9c6a-984f1a268e80.png,pop,[0. 0. 0. ... 0. 0. 0.]
6171,albums\pop\175a7e57-1f4c-4955-b527-4d0d576ec0a3.png,pop,[ 0.        0.        0.       ...  0.       12.267223  0.      ]
6172,albums\pop\178c229e-fbd1-3781-8cee-8bedb897802d.png,pop,[0.        0.        0.        ... 0.        3.5610106 0.       ]
6173,albums\pop\1850e61a-f0e8-400f-a49b-67073b3acfe2.png,pop,[0. 0. 0. ... 0. 0. 0.]
6174,albums\pop\1895f768-8408-4beb-a228-ee62a1060ab6.png,pop,[0. 0. 0. ... 0. 0. 0.]
6175,albums\pop\189a01d5-77a2-3d39-bbc5-14e37e0a5133.png,pop,[0. 0. 0. ... 0. 0. 0.]
6176,albums\pop\18aa87bd-d6b3-4a4c-92d5-ca02fec2e7ba.png,pop,[0.        0.        0.        ... 1.1091568 0.        0.       ]
6177,albums\pop\198181a6-b28e-4f7a-8d6b-6515623690b8.png,pop,[0. 0. 0. ... 0. 0. 0.]
6178,albums\pop\1a28e752-7870-4ff9-b1f3-23e167266b73.png,pop,[0. 0. 0. ... 0. 0. 0.]
6179,albums\pop\1a2cce0e-3ce9-4e87-b9b8-86cb0c7061a8.png,pop,[0.        0.        0.        ... 0.        3.8477356 0.       ]
6180,albums\pop\1ae0468f-6eae-4c4e-aaf9-2b5e4d3aab57.png,pop,[0.        0.        0.        ... 0.        5.6527557 0.       ]
6181,albums\pop\1b0b765c-c592-4456-81d9-524448ae3a03.png,pop,[0. 0. 0. ... 0. 0. 0.]
6182,albums\pop\1b4f8392-566f-48eb-9c79-da2d02e7d74a.png,pop,[0. 0. 0. ... 0. 0. 0.]
6183,albums\pop\1b7da659-9560-42fb-87d3-d77081070fb7.png,pop,[33.65673   0.        0.       ...  0.        0.       12.457154]
6184,albums\pop\1b9c5d30-1e2b-4e93-a19b-83d03391f186.png,pop,[ 0.        0.        0.       ...  0.       30.991158  0.      ]
6185,albums\pop\1bc6f3c1-b099-4d76-93c9-29335a347322.png,pop,[0.        0.        0.        ... 0.        3.7156434 0.       ]
6186,albums\pop\1be1de91-3211-483e-bffb-f39912753e55.png,pop,[0. 0. 0. ... 0. 0. 0.]
6187,albums\pop\1bfbaa2a-3db7-4753-9cf7-1d538061c3e6.png,pop,[ 0.         0.         0.        ...  0.         7.0820146 42.337696 ]
6188,albums\pop\1c570651-4a1f-4703-ad2d-2ca5e92955f6.png,pop,[0. 0. 0. ... 0. 0. 0.]
6189,albums\pop\1c7c11c8-f50c-4cf3-9abb-f882d9357d27.png,pop,[0.        0.        0.        ... 0.        5.4941607 8.973861 ]
6190,albums\pop\1cb3138d-c1d6-4cfe-b871-c650b22deab4.png,pop,[ 0.       0.       0.      ...  0.      13.87196  0.     ]
6191,albums\pop\1d184464-0fbd-49df-806b-da31eaa5a8e1.png,pop,[0.        0.        0.        ... 0.        5.1926937 0.       ]
6192,albums\pop\1d1fedc5-7008-489e-864b-29b6a1a98dfe.png,pop,[ 0.        0.        0.       ...  0.        0.       13.125715]
6193,albums\pop\1d3595d4-0fe0-4c72-8fd6-0e7af80ec30c.png,pop,[0.       0.       0.       ... 9.465595 0.       0.      ]
6194,albums\pop\1da9b082-88f5-40dc-8f78-f259d9f86512.png,pop,[0. 0. 0. ... 0. 0. 0.]
6195,albums\pop\1daf4497-2686-3e0e-9b0d-25df08015511.png,pop,[0.       0.       0.       ... 0.       0.       9.256128]
6196,albums\pop\1dbb8e6a-0c3b-4476-b709-b3d0a43650d2.png,pop,[0. 0. 0. ... 0. 0. 0.]
6197,albums\pop\1de12505-ac7b-49ab-a0ab-2aa189f0bf99.png,pop,[0. 0. 0. ... 0. 0. 0.]
6198,albums\pop\204c63b6-5214-4a60-badf-94c1d9e7e4b6.png,pop,[0.       0.       0.       ... 0.       9.671642 4.741832]
6199,albums\pop\208c9b2b-3996-39a8-a852-6a10cc0edf54.png,pop,[0. 0. 0. ... 0. 0. 0.]
6200,albums\pop\20b1f531-1ae1-4da7-93dc-6e0de87e1cff.png,pop,[0. 0. 0. ... 0. 0. 0.]
6201,albums\pop\20e23608-a801-4000-bdb0-4d8b2a981bc7.png,pop,[0.        0.1773256 0.        ... 0.        3.3562076 0.       ]
6202,albums\pop\2237e730-dd10-4490-a972-1590eec2e201.png,pop,[ 0.        0.        0.       ...  0.        0.       13.590002]
6203,albums\pop\228915a2-2ee9-455b-8e44-609a930ffd7e.png,pop,[ 8.656456   2.1831408  0.        ...  0.        36.938026  20.350376 ]
6204,albums\pop\2314324f-529b-4a1a-8549-beb9c8478dde.png,pop,[ 0.        0.        0.       ...  0.       12.254574  0.      ]
6205,albums\pop\233121a4-5504-49a8-ae5c-33e48244fc25.png,pop,[ 0.       0.       0.      ...  0.      10.57069  0.     ]
6206,albums\pop\23b272a8-5ecb-4f40-a309-c4158444b24b.png,pop,[0. 0. 0. ... 0. 0. 0.]
6207,albums\pop\23f0f59d-e66a-4547-9f58-f7a04d8160f7.png,pop,[0. 0. 0. ... 0. 0. 0.]
6208,albums\pop\247b99d1-fad8-4720-a206-f967e94a8670.png,pop,[0.       0.       0.       ... 0.       3.322687 0.      ]
6209,albums\pop\24dc8848-3d1b-4787-a9f2-5fc1af0af21e.png,pop,[0. 0. 0. ... 0. 0. 0.]
6210,albums\pop\24f0c895-b11a-461d-a54c-e438dd6e060d.png,pop,[0.       0.       0.       ... 0.       6.198347 0.      ]
6211,albums\pop\253e6c06-1a6d-40b8-a97b-854fb5da7704.png,pop,[ 0.        0.        0.       ...  0.       11.230046  0.      ]
6212,albums\pop\25508cec-df14-4c0b-b032-10eeed5aa4f6.png,pop,[0. 0. 0. ... 0. 0. 0.]
6213,albums\pop\2592e994-f9ab-499a-8781-4b1da2c81c30.png,pop,[ 0.        0.        0.       ...  0.       23.642946  0.      ]
6214,albums\pop\259ef148-90a3-44ab-87b2-1252c46febd5.png,pop,[ 0.        0.       22.241404 ...  0.        0.        0.      ]
6215,albums\pop\2614fa40-51f9-49a2-8307-1880160009da.png,pop,[0.        0.        0.        ... 0.        0.        2.5355017]
6216,albums\pop\262d68a0-8c13-4e06-96cf-5ee6ec5cc287.png,pop,[0.         0.         0.         ... 0.         0.52957976 0.        ]
6217,albums\pop\26679245-c4c5-47cd-b9c3-7a8fddada1bd.png,pop,[ 0.        0.        0.       ... 13.843564 35.147163  0.      ]
6218,albums\pop\266a0a86-3adf-4fef-9664-465a6f6d6e3b.png,pop,[0.       0.       0.       ... 0.       9.266577 0.      ]
6219,albums\pop\272487c2-193a-4663-913a-3f62238e48a6.png,pop,[0. 0. 0. ... 0. 0. 0.]
6220,albums\pop\27561dcb-1fef-49a6-9f89-c9cdb22705e2.png,pop,[0. 0. 0. ... 0. 0. 0.]
6221,albums\pop\278e6ae9-fff3-3b02-ae72-9f9b94181334.png,pop,[0. 0. 0. ... 0. 0. 0.]
6222,albums\pop\27a36d5c-7fb5-4088-b58b-7baeb2938243.png,pop,[ 0.        0.        0.       ...  0.        0.       38.462734]
6223,albums\pop\289c58a2-79c0-37ae-afe5-b71205816d38.png,pop,[0.        0.        0.        ... 0.        6.7983403 0.       ]
6224,albums\pop\28a2bfa0-6cf7-4854-93f1-e5a06de9162d.png,pop,[0. 0. 0. ... 0. 0. 0.]
6225,albums\pop\28e17906-4dac-4c11-bbf3-3cc69768119e.png,pop,[ 0.       0.       0.      ...  0.      23.55135  0.     ]
6226,albums\pop\28f17c69-1ca3-44f5-b6a9-644b800042f1.png,pop,[ 0.         0.        27.536064  ...  0.        12.2836075  0.       ]
6227,albums\pop\290c5464-86cd-4c34-835a-8f0af2f500da.png,pop,[ 0.        0.        0.       ...  0.        0.       12.139628]
6228,albums\pop\29e4bffe-9267-4dec-a105-95c5ea770614.png,pop,[0. 0. 0. ... 0. 0. 0.]
6229,albums\pop\29f18a37-01d9-429d-a88e-ade43f60c611.png,pop,[19.623554  0.        0.       ...  0.       36.857903  0.      ]
6230,albums\pop\2a1650c3-a093-417e-9d75-f260ff1bfb7d.png,pop,[0.       0.       0.       ... 8.840909 0.       5.869144]
6231,albums\pop\2a1fff70-e669-4ed2-a3c9-f4a1a1a5f6dd.png,pop,[0.       0.       0.       ... 0.       9.700639 0.      ]
6232,albums\pop\2a72ae95-39cb-49a0-9b44-25012b0c1b1d.png,pop,[ 0.         0.         0.        ... 24.422451   0.         2.0451152]
6233,albums\pop\2a80e04e-73be-4770-be51-35313b21512f.png,pop,[0.        0.        0.        ... 0.        8.7568245 0.       ]
6234,albums\pop\2ac34b53-0d2c-4934-9802-1ba79a28587f.png,pop,[ 0.       0.       0.      ...  0.      48.87478  0.     ]
6235,albums\pop\2b602a2a-b990-4e39-80d7-a455f39b3381.png,pop,[ 0.        0.        0.       ...  0.       10.284176  0.      ]
6236,albums\pop\2b751f4b-a0fa-40e9-8e03-2aaaf043c4b2.png,pop,[0.       0.       0.       ... 0.       4.757037 0.      ]
6237,albums\pop\2b9a4429-289f-4b61-a59c-a9a6bc29c5a2.png,pop,[0. 0. 0. ... 0. 0. 0.]
6238,albums\pop\2c00a409-03a8-4702-8c7e-33f85aa1d2df.png,pop,[0. 0. 0. ... 0. 0. 0.]
6239,albums\pop\2c1208a3-e4e8-4b86-987f-2c17f27e05b7.png,pop,[0. 0. 0. ... 0. 0. 0.]
6240,albums\pop\2c961e23-019f-42c0-a404-251e2fa1586d.png,pop,[12.139228  0.        0.       ...  0.        0.        0.      ]
6241,albums\pop\2c96962a-26ce-3d11-a615-2df6c938edfa.png,pop,[0. 0. 0. ... 0. 0. 0.]
6242,albums\pop\2cc7ec7b-0898-4b11-8688-a8eb363c5609.png,pop,[0.       0.       0.       ... 0.       9.422255 0.      ]
6243,albums\pop\2dc807ce-7418-4b3c-9022-467e5feb2472.png,pop,[0. 0. 0. ... 0. 0. 0.]
6244,albums\pop\2e5dc2e4-a773-4e39-9682-2a5059f7da64.png,pop,[0.        0.        0.        ... 0.        0.8690134 0.       ]
6245,albums\pop\2e67e625-7c2a-441a-b0e2-8d18dd8d0cca.png,pop,[0. 0. 0. ... 0. 0. 0.]
6246,albums\pop\2e748702-5e75-4a8a-8526-d0311a89d616.png,pop,[0. 0. 0. ... 0. 0. 0.]
6247,albums\pop\2fe33e53-5e5f-442d-a8ea-3a36ca4bea83.png,pop,[0. 0. 0. ... 0. 0. 0.]
6248,albums\pop\305507e3-86a2-3a98-b0e9-697d64bb5424.png,pop,[0. 0. 0. ... 0. 0. 0.]
6249,albums\pop\30625a5d-5ceb-4fb6-bb8c-ba82e279acdd.png,pop,[ 0.        0.       12.336707 ...  0.        0.        0.      ]
6250,albums\pop\306ecd3f-9411-4a92-acfc-9b2823cc9ac1.png,pop,[0. 0. 0. ... 0. 0. 0.]
6251,albums\pop\308101b3-67ed-4f64-98f8-cd7287d72db0.png,pop,[0. 0. 0. ... 0. 0. 0.]
6252,albums\pop\30a7e371-ef09-4123-8f26-7d7cceecd82e.png,pop,[0. 0. 0. ... 0. 0. 0.]
6253,albums\pop\31275af6-e539-4bab-8056-0e5a8a6ad59c.png,pop,[0. 0. 0. ... 0. 0. 0.]
6254,albums\pop\3132a3fa-e49c-4ab0-9802-9e6e813afb14.png,pop,[0. 0. 0. ... 0. 0. 0.]
6255,albums\pop\31680b4f-76db-404b-bc1c-458a21bf7fa1.png,pop,[0. 0. 0. ... 0. 0. 0.]
6256,albums\pop\318e9a15-0dc3-428d-bd84-dd54b981fe96.png,pop,[0. 0. 0. ... 0. 0. 0.]
6257,albums\pop\31cc6e53-2715-4b17-b8ed-0bce9b9700a0.png,pop,[0.        0.        0.        ... 0.        0.        0.9990307]
6258,albums\pop\31d3fe84-4317-4e67-aac8-5f18f81fa3d4.png,pop,[0. 0. 0. ... 0. 0. 0.]
6259,albums\pop\324dbfad-832a-4ca3-828b-15ee62e8a6e9.png,pop,[0.        0.        0.        ... 0.        5.9556155 0.       ]
6260,albums\pop\329b7712-7a06-4603-81e9-b6a31e0ff72b.png,pop,[ 0.        0.        0.       ...  0.       13.729392  0.      ]
6261,albums\pop\32be9ba0-4c7a-4336-8de6-0cf8f8b747c7.png,pop,[ 0.        0.        0.       ... 46.734066  0.       51.509563]
6262,albums\pop\338005d3-ea26-3daa-bb44-108ec28568c4.png,pop,[0.        0.        0.        ... 0.        0.        1.4979302]
6263,albums\pop\338bfcf3-4172-4060-a756-9a2b8c8cf28b.png,pop,[0.        0.        0.        ... 0.        0.        8.2053385]
6264,albums\pop\34244fdc-4cfc-4837-81fd-ac9a821a17b1.png,pop,[0.        0.        5.8056164 ... 0.        0.        0.       ]
6265,albums\pop\342c6963-913e-47cc-8994-e12fb6d1f0f2.png,pop,[0. 0. 0. ... 0. 0. 0.]
6266,albums\pop\34a1c870-9aaa-4a1a-b7ac-8725403bd80e.png,pop,[ 0.        0.        0.       ...  0.       20.369448  0.      ]
6267,albums\pop\351b254e-7436-4ab1-bdbd-0d136aca4ee2.png,pop,[0. 0. 0. ... 0. 0. 0.]
6268,albums\pop\35414336-a5b9-4e1d-a24c-97f282e804d1.png,pop,[0.        0.        0.        ... 0.        3.4954634 0.       ]
6269,albums\pop\360636b2-ade9-437e-93db-f4e3f99a4779.png,pop,[ 0.         0.         0.        ...  0.        18.98494    7.5462966]
6270,albums\pop\36940c61-883f-4da5-a846-0b449eab247c.png,pop,[0.       0.       0.       ... 0.       0.       6.082925]
6271,albums\pop\3694c8b3-e7c4-4b2d-aacc-6588a52a3569.png,pop,[40.58348  0.       0.      ...  0.       0.       0.     ]
6272,albums\pop\36aea9e1-9ecb-44ce-bcb9-8b137fb602c9.png,pop,[0. 0. 0. ... 0. 0. 0.]
6273,albums\pop\36b096e9-7eef-490e-a29e-290f175a693f.png,pop,[0. 0. 0. ... 0. 0. 0.]
6274,albums\pop\36e9110f-7628-4eaa-b64b-8a52b521fd3a.png,pop,[ 0.        0.        0.       ... 39.843006 46.92464   0.      ]
6275,albums\pop\36f8e9fe-b85e-4f76-9cb0-b41f553acc21.png,pop,[0. 0. 0. ... 0. 0. 0.]
6276,albums\pop\37bb6bda-8644-4098-9a35-e9a50d3ad842.png,pop,[0. 0. 0. ... 0. 0. 0.]
6277,albums\pop\37d6b6b5-8de9-4fc3-abec-de95c821eefa.png,pop,[0.        0.        0.        ... 0.        6.7921906 0.       ]
6278,albums\pop\37f52342-82f8-4b7e-8eff-f983324f4df7.png,pop,[0. 0. 0. ... 0. 0. 0.]
6279,albums\pop\3852304a-41d1-4639-bab9-abb606c33c75.png,pop,[0.         0.         0.         ... 0.         0.93013775 0.        ]
6280,albums\pop\387d4d95-bf47-44db-8012-60ee6d56236c.png,pop,[ 0.        0.        0.       ...  0.        0.       29.011406]
6281,albums\pop\38c22892-07d3-4206-9796-3e10a173acab.png,pop,[ 0.        0.        0.       ...  0.       12.125737  0.      ]
6282,albums\pop\3928fa10-d116-47d5-a2a5-649021555e9f.png,pop,[ 0.         0.         0.        ...  0.         0.        11.6053095]
6283,albums\pop\39320b6a-e348-4065-8e78-be7b694fd05a.png,pop,[ 0.        0.        0.       ...  0.       12.525816  0.      ]
6284,albums\pop\395f07b5-907e-4217-9942-1bbd1f747908.png,pop,[0. 0. 0. ... 0. 0. 0.]
